country,year,child_mortality,life_expectancy,fertility,population,gdp,continent
Bahrain,1804,439.79,30.3,7.03,NA,NA,Asia
Bahrain,1805,439.79,30.3,7.03,NA,NA,Asia
Bahrain,1806,439.79,30.3,7.03,NA,NA,Asia
Bahrain,1807,439.79,30.3,7.03,NA,NA,Asia
Bahrain,1808,439.79,30.3,7.03,NA,NA,Asia
Bahrain,1809,439.79,30.3,7.03,NA,NA,Asia
Bahrain,1810,439.79,30.3,7.03,64474,NA,Asia
Bahrain,1811,439.79,30.3,7.02,NA,NA,Asia
Bahrain,1812,439.79,30.3,7.02,NA,NA,Asia
Bahrain,1813,439.79,30.3,7.02,NA,NA,Asia
Bahrain,1814,439.79,30.3,7.02,NA,NA,Asia
Bahrain,1815,439.79,30.3,7.02,NA,NA,Asia
Bahrain,1816,439.79,30.3,7.02,NA,NA,Asia
Bahrain,1817,439.79,30.3,7.02,NA,NA,Asia
Bahrain,1818,439.79,30.3,7.02,NA,NA,Asia
Bahrain,1819,439.79,30.3,7.02,NA,NA,Asia
Bahrain,1820,439.79,30.3,7.02,64474,NA,Asia
Bahrain,1821,439.79,30.3,7.02,NA,NA,Asia
Bahrain,1822,439.79,30.3,7.02,NA,NA,Asia
Bahrain,1823,439.79,30.3,7.02,NA,NA,Asia
Bahrain,1824,439.79,30.3,7.02,NA,NA,Asia
Bahrain,1825,439.79,30.3,7.02,NA,NA,Asia
Bahrain,1826,439.79,30.3,7.02,NA,NA,Asia
Bahrain,1827,439.79,30.3,7.02,NA,NA,Asia
Bahrain,1828,439.79,30.3,7.02,NA,NA,Asia
Bahrain,1829,439.79,30.3,7.02,NA,NA,Asia
Bahrain,1830,439.79,30.3,7.02,64474,NA,Asia
Bahrain,1831,439.79,30.3,7.02,NA,NA,Asia
Bahrain,1832,439.79,30.3,7.01,NA,NA,Asia
Bahrain,1833,439.79,30.3,7.01,NA,NA,Asia
Bahrain,1834,439.79,30.3,7.01,NA,NA,Asia
Bahrain,1835,439.79,30.3,7.01,NA,NA,Asia
Bahrain,1836,439.79,30.3,7.01,NA,NA,Asia
Bahrain,1837,439.79,30.3,7.01,NA,NA,Asia
Bahrain,1838,439.79,30.3,7.01,NA,NA,Asia
Bahrain,1839,439.79,30.3,7.01,NA,NA,Asia
Bahrain,1840,439.79,30.3,7.01,64474,NA,Asia
Bahrain,1841,439.79,30.3,7.01,NA,NA,Asia
Bahrain,1842,439.79,30.3,7.01,NA,NA,Asia
Bahrain,1843,439.79,30.3,7.01,NA,NA,Asia
Bahrain,1844,439.79,30.3,7.01,NA,NA,Asia
Bahrain,1845,439.79,30.3,7.01,NA,NA,Asia
Bahrain,1846,439.79,30.3,7.01,NA,NA,Asia
Bahrain,1847,439.79,30.3,7.01,NA,NA,Asia
Bahrain,1848,439.79,30.3,7.01,NA,NA,Asia
Bahrain,1849,439.79,30.3,7.01,NA,NA,Asia
Bahrain,1850,439.79,30.3,7.01,64474,NA,Asia
Bahrain,1851,439.79,30.3,7.01,NA,NA,Asia
Bahrain,1852,439.79,30.3,7.01,NA,NA,Asia
Bahrain,1853,439.79,30.3,7,NA,NA,Asia
Bahrain,1854,439.79,30.3,7,NA,NA,Asia
Bahrain,1855,439.79,30.3,7,NA,NA,Asia
Bahrain,1856,439.79,30.3,7,NA,NA,Asia
Bahrain,1857,439.79,30.3,7,NA,NA,Asia
Bahrain,1858,439.79,30.3,7,NA,NA,Asia
Bahrain,1859,439.79,30.3,7,NA,NA,Asia
Bahrain,1860,439.79,30.3,7,64469,NA,Asia
Bahrain,1861,439.79,30.3,7,NA,NA,Asia
Bahrain,1862,439.79,30.3,7,NA,NA,Asia
Bahrain,1863,439.79,30.3,7,NA,NA,Asia
Bahrain,1864,439.79,30.3,7,NA,NA,Asia
Bahrain,1865,439.79,30.3,7,NA,NA,Asia
Bahrain,1866,439.79,30.3,7,NA,NA,Asia
Bahrain,1867,439.79,30.3,7,NA,NA,Asia
Bahrain,1868,439.79,30.3,7,NA,NA,Asia
Bahrain,1869,439.79,30.3,7,NA,NA,Asia
Bahrain,1870,439.79,30.3,7,65422,NA,Asia
Bahrain,1871,439.79,30.3,7,NA,NA,Asia
Bahrain,1872,439.79,30.3,7,NA,NA,Asia
Bahrain,1873,439.79,30.3,6.99,NA,NA,Asia
Bahrain,1874,439.79,30.3,6.99,NA,NA,Asia
Bahrain,1875,439.79,30.3,6.99,NA,NA,Asia
Bahrain,1876,439.79,30.3,6.99,NA,NA,Asia
Bahrain,1877,439.79,30.3,6.99,NA,NA,Asia
Bahrain,1878,439.79,30.3,6.99,NA,NA,Asia
Bahrain,1879,439.79,30.3,6.99,NA,NA,Asia
Bahrain,1880,439.79,30.3,6.99,68170,NA,Asia
Bahrain,1881,439.79,30.3,6.99,NA,NA,Asia
Bahrain,1882,439.79,30.3,6.99,NA,NA,Asia
Bahrain,1883,439.79,30.3,6.99,NA,NA,Asia
Bahrain,1884,439.79,30.3,6.99,NA,NA,Asia
Bahrain,1885,439.79,30.3,6.99,NA,NA,Asia
Bahrain,1886,439.79,30.3,6.99,NA,NA,Asia
Bahrain,1887,439.79,30.3,6.99,NA,NA,Asia
Bahrain,1888,439.79,30.3,6.99,NA,NA,Asia
Bahrain,1889,439.79,30.3,6.99,NA,NA,Asia
Bahrain,1890,439.79,30.3,6.99,72045,NA,Asia
Bahrain,1891,439.79,30.3,6.99,NA,NA,Asia
Bahrain,1892,439.79,30.3,6.99,NA,NA,Asia
Bahrain,1893,439.79,30.3,6.99,NA,NA,Asia
Bahrain,1894,439.78,30.3,6.98,NA,NA,Asia
Bahrain,1895,439.75,30.3,6.98,NA,NA,Asia
Bahrain,1896,439.68,30.3,6.98,NA,NA,Asia
Bahrain,1897,439.56,30.3,6.98,NA,NA,Asia
Bahrain,1898,439.39,30.3,6.98,NA,NA,Asia
Bahrain,1899,439.15,30.3,6.98,NA,NA,Asia
Bahrain,1900,438.84,30.3,6.98,76158,NA,Asia
Bahrain,1901,438.46,30.3,6.98,NA,NA,Asia
Bahrain,1902,438.01,30.3,6.98,NA,NA,Asia
Bahrain,1903,437.5,30.3,6.98,NA,NA,Asia
Bahrain,1904,436.91,30.3,6.98,NA,NA,Asia
Bahrain,1905,436.26,30.3,6.98,NA,NA,Asia
Bahrain,1906,435.54,30.3,6.98,NA,NA,Asia
Bahrain,1907,434.75,30.3,6.98,NA,NA,Asia
Bahrain,1908,433.89,30.3,6.98,NA,NA,Asia
Bahrain,1909,432.97,30.3,6.98,NA,NA,Asia
Bahrain,1910,432.01,30.3,6.98,80495,NA,Asia
Bahrain,1911,431.01,30.3,6.98,NA,NA,Asia
Bahrain,1912,429.99,30.3,6.98,NA,NA,Asia
Bahrain,1913,428.96,30.3,6.98,NA,NA,Asia
Bahrain,1914,427.92,30.3,6.98,NA,NA,Asia
Bahrain,1915,426.89,30.3,6.97,NA,NA,Asia
Bahrain,1916,425.84,30.3,6.97,NA,NA,Asia
Bahrain,1917,424.78,30.3,6.97,NA,NA,Asia
Bahrain,1918,423.72,25.12,6.97,NA,NA,Asia
Bahrain,1919,422.66,30.3,6.97,NA,NA,Asia
Bahrain,1920,421.61,30.3,6.97,87364,NA,Asia
Bahrain,1921,420.56,30.3,6.97,NA,NA,Asia
Bahrain,1922,419.5,30.3,6.97,NA,NA,Asia
Bahrain,1923,418.44,30.3,6.97,NA,NA,Asia
Bahrain,1924,417.39,30.3,6.97,NA,NA,Asia
Bahrain,1925,416.33,30.3,6.97,NA,NA,Asia
Bahrain,1926,415.28,30.3,6.97,NA,NA,Asia
Bahrain,1927,414.23,30.3,6.97,NA,NA,Asia
Bahrain,1928,413.16,30.3,6.98,NA,NA,Asia
Bahrain,1929,412.11,30.3,6.98,NA,NA,Asia
Bahrain,1930,411.06,30.3,6.98,95901,NA,Asia
Bahrain,1931,410.01,30.3,6.98,NA,NA,Asia
Bahrain,1932,408.95,30.3,6.99,NA,NA,Asia
Bahrain,1933,407.89,30.3,6.99,NA,NA,Asia
Bahrain,1934,406.84,30.3,6.99,NA,NA,Asia
Bahrain,1935,405.79,30.3,6.99,NA,NA,Asia
Bahrain,1936,396.14,31.02,7,NA,NA,Asia
Bahrain,1937,386.74,31.75,7,NA,NA,Asia
Bahrain,1938,376.33,32.47,7,NA,NA,Asia
Bahrain,1939,367.25,33.2,7,NA,NA,Asia
Bahrain,1940,358.32,33.92,7.01,105272,NA,Asia
Bahrain,1941,349.59,34.64,7.01,NA,NA,Asia
Bahrain,1942,339.9,35.35,7.01,NA,NA,Asia
Bahrain,1943,331.45,36.06,7.01,NA,NA,Asia
Bahrain,1944,323.16,36.77,7.02,NA,NA,Asia
Bahrain,1945,315.02,37.48,7.02,NA,NA,Asia
Bahrain,1946,305.99,38.2,7.02,NA,NA,Asia
Bahrain,1947,305.98,38.91,7.02,NA,NA,Asia
Bahrain,1948,305.97,39.63,7.03,NA,NA,Asia
Bahrain,1949,305.96,40.34,7.03,NA,NA,Asia
Bahrain,1950,305.95,41.04,7.03,115614,NA,Asia
Bahrain,1951,305.94,41.45,7.01,116919,NA,Asia
Bahrain,1952,305.93,42.32,6.97,119689,NA,Asia
Bahrain,1953,305.92,43.26,6.95,123593,NA,Asia
Bahrain,1954,305.91,44.27,6.94,128333,NA,Asia
Bahrain,1955,305.9,45.35,6.94,133653,NA,Asia
Bahrain,1956,281.4,46.49,6.95,139332,NA,Asia
Bahrain,1957,258.6,47.7,6.97,145185,NA,Asia
Bahrain,1958,237.8,48.97,7.01,151067,NA,Asia
Bahrain,1959,218.3,50.29,7.05,156865,NA,Asia
Bahrain,1960,200,51.64,7.09,162501,NA,Asia
Bahrain,1961,183.1,52.99,7.13,167924,NA,Asia
Bahrain,1962,167.2,54.33,7.17,173107,NA,Asia
Bahrain,1963,152.6,55.64,7.19,178048,NA,Asia
Bahrain,1964,138.9,56.9,7.19,182774,NA,Asia
Bahrain,1965,126.3,58.1,7.17,187348,NA,Asia
Bahrain,1966,114.7,59.23,7.1,191782,NA,Asia
Bahrain,1967,104,60.29,7,196203,NA,Asia
Bahrain,1968,94.1,61.29,6.86,200953,NA,Asia
Bahrain,1969,85,62.22,6.69,206469,NA,Asia
Bahrain,1970,76.8,63.1,6.5,213102,NA,Asia
Bahrain,1971,69.3,63.92,6.29,220808,NA,Asia
Bahrain,1972,62.7,64.67,6.09,229588,NA,Asia
Bahrain,1973,56.9,65.38,5.9,239860,NA,Asia
Bahrain,1974,51.8,66.03,5.72,252139,NA,Asia
Bahrain,1975,47.4,66.63,5.56,266686,NA,Asia
Bahrain,1976,43.6,67.2,5.41,283843,NA,Asia
Bahrain,1977,40.2,67.72,5.28,303236,NA,Asia
Bahrain,1978,37.2,68.21,5.16,323511,NA,Asia
Bahrain,1979,34.6,68.67,5.04,342829,NA,Asia
Bahrain,1980,32.3,69.09,4.92,359902,3983298875,Asia
Bahrain,1981,30.3,69.47,4.8,374125,3771518972,Asia
Bahrain,1982,28.6,69.83,4.69,385950,3486534795,Asia
Bahrain,1983,27.2,70.16,4.58,396447,3708849409,Asia
Bahrain,1984,25.9,70.46,4.47,407223,3894427038,Asia
Bahrain,1985,24.9,70.73,4.36,419425,3709119796,Asia
Bahrain,1986,24.2,70.98,4.25,433487,3752998517,Asia
Bahrain,1987,23.6,71.2,4.13,448994,4143273092,Asia
Bahrain,1988,23.3,71.41,4,465235,4433301953,Asia
Bahrain,1989,23.2,71.61,3.87,481126,4449439409,Asia
Bahrain,1990,23,71.8,3.74,495944,4646905411,Asia
Bahrain,1991,22.7,72,3.6,509654,5168752875,Asia
Bahrain,1992,22,72.1,3.47,522748,5514542261,Asia
Bahrain,1993,21,72.5,3.34,535692,6224264259,Asia
Bahrain,1994,19.6,72.9,3.21,549151,6208703536,Asia
Bahrain,1995,18.1,73,3.1,563730,6452705104,Asia
Bahrain,1996,16.6,73.4,3.01,579855,6717911631,Asia
Bahrain,1997,15.2,73.8,2.93,597834,6925696587,Asia
Bahrain,1998,14.1,74,2.86,618054,7257437617,Asia
Bahrain,1999,13.2,74.2,2.81,640904,7569507493,Asia
Bahrain,2000,12.6,73.7,2.77,666855,7970690894,Asia
Bahrain,2001,12.1,74.3,2.72,694893,8337342675,Asia
Bahrain,2002,11.8,74.8,2.67,725365,8775886900,Asia
Bahrain,2003,11.5,75.3,2.6,761595,9407750757,Asia
Bahrain,2004,11.2,75.7,2.53,807989,9934584799,Asia
Bahrain,2005,10.9,76.1,2.45,867014,10709482414,Asia
Bahrain,2006,10.5,76.3,2.37,940808,11427017735,Asia
Bahrain,2007,10,77,2.29,1026568,12380031014,Asia
Bahrain,2008,9.4,77.6,2.23,1115777,13159972968,Asia
Bahrain,2009,8.8,78.2,2.18,1196774,13567932130,Asia
Bahrain,2010,8.3,78.7,2.14,1261319,14178489076,Asia
Bahrain,2011,7.8,78.8,2.12,1306014,NA,Asia
Bahrain,2012,7.3,79,2.09,1333577,NA,Asia
Bahrain,2013,6.9,79.1,2.08,1349427,NA,Asia
Bahrain,2014,6.5,79.1,2.05,1361930,NA,Asia
Bahrain,2015,6.2,79.1,2.03,1377237,NA,Asia
Bangladesh,1800,507.88,25.5,6.7,19227358,NA,Asia
Bangladesh,1801,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1802,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1803,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1804,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1805,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1806,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1807,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1808,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1809,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1810,507.88,25.5,6.7,19611269,NA,Asia
Bangladesh,1811,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1812,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1813,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1814,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1815,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1816,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1817,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1818,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1819,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1820,507.88,25.5,6.7,20122865,NA,Asia
Bangladesh,1821,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1822,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1823,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1824,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1825,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1826,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1827,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1828,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1829,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1830,507.88,25.5,6.7,20872777,NA,Asia
Bangladesh,1831,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1832,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1833,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1834,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1835,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1836,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1837,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1838,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1839,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1840,507.88,25.5,6.7,21776468,NA,Asia
Bangladesh,1841,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1842,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1843,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1844,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1845,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1846,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1847,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1848,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1849,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1850,507.88,25.5,6.7,22719284,NA,Asia
Bangladesh,1851,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1852,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1853,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1854,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1855,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1856,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1857,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1858,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1859,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1860,507.88,25.5,6.7,23665237,NA,Asia
Bangladesh,1861,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1862,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1863,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1864,507.88,25,6.7,NA,NA,Asia
Bangladesh,1865,507.88,24,6.7,NA,NA,Asia
Bangladesh,1866,507.88,25.2,6.7,NA,NA,Asia
Bangladesh,1867,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1868,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1869,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1870,507.88,25.5,6.7,24757994,NA,Asia
Bangladesh,1871,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1872,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1873,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1874,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1875,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1876,507.88,25.5,6.7,NA,NA,Asia
Bangladesh,1877,510.9,25.27,6.7,NA,NA,Asia
Bangladesh,1878,515.42,25.04,6.7,NA,NA,Asia
Bangladesh,1879,518.51,24.81,6.7,NA,NA,Asia
Bangladesh,1880,521.6,24.58,6.7,26094931,NA,Asia
Bangladesh,1881,524.7,24.35,6.7,NA,NA,Asia
Bangladesh,1882,529.34,24.12,6.7,NA,NA,Asia
Bangladesh,1883,532.48,23.89,6.7,NA,NA,Asia
Bangladesh,1884,535.66,23.66,6.7,NA,NA,Asia
Bangladesh,1885,540.44,23.43,6.7,NA,NA,Asia
Bangladesh,1886,543.62,23.2,6.7,NA,NA,Asia
Bangladesh,1887,545.21,23.08,6.7,NA,NA,Asia
Bangladesh,1888,546.81,22.96,6.7,NA,NA,Asia
Bangladesh,1889,550.09,22.84,6.7,NA,NA,Asia
Bangladesh,1890,551.72,22.72,6.7,27615079,NA,Asia
Bangladesh,1891,553.36,21.6,6.7,NA,NA,Asia
Bangladesh,1892,555,21,6.7,NA,NA,Asia
Bangladesh,1893,556.64,22.36,6.7,NA,NA,Asia
Bangladesh,1894,559.91,22.18,6.7,NA,NA,Asia
Bangladesh,1895,561.5,22,6.7,NA,NA,Asia
Bangladesh,1896,563.05,20,6.7,NA,NA,Asia
Bangladesh,1897,562.91,19,6.7,NA,NA,Asia
Bangladesh,1898,564.37,21.86,6.7,NA,NA,Asia
Bangladesh,1899,564.07,21.82,6.7,NA,NA,Asia
Bangladesh,1900,565.35,21.77,6.7,29230699,NA,Asia
Bangladesh,1901,564.87,21.73,6.7,NA,NA,Asia
Bangladesh,1902,565.97,21.68,6.7,NA,NA,Asia
Bangladesh,1903,565.31,21.64,6.7,NA,NA,Asia
Bangladesh,1904,566.23,21.59,6.7,NA,NA,Asia
Bangladesh,1905,565.38,21.55,6.7,NA,NA,Asia
Bangladesh,1906,566.12,21.5,6.7,NA,NA,Asia
Bangladesh,1907,561.75,21.67,6.7,NA,NA,Asia
Bangladesh,1908,558.97,21.84,6.7,NA,NA,Asia
Bangladesh,1909,554.46,22.01,6.7,NA,NA,Asia
Bangladesh,1910,550.01,22.18,6.7,30936532,NA,Asia
Bangladesh,1911,545.56,22.35,6.7,NA,NA,Asia
Bangladesh,1912,542.7,22.52,6.7,NA,NA,Asia
Bangladesh,1913,538.23,22.69,6.7,NA,NA,Asia
Bangladesh,1914,533.79,22.86,6.7,NA,NA,Asia
Bangladesh,1915,530.94,23.03,6.7,NA,NA,Asia
Bangladesh,1916,526.6,23.2,6.7,NA,NA,Asia
Bangladesh,1917,522.28,23.37,6.7,NA,NA,Asia
Bangladesh,1918,519.52,13.05,6.7,NA,NA,Asia
Bangladesh,1919,515.22,23.71,6.7,NA,NA,Asia
Bangladesh,1920,510.94,23.88,6.7,32566951,NA,Asia
Bangladesh,1921,506.72,24.05,6.7,NA,NA,Asia
Bangladesh,1922,504.03,24.22,6.7,NA,NA,Asia
Bangladesh,1923,499.87,24.39,6.7,NA,NA,Asia
Bangladesh,1924,495.73,24.56,6.7,NA,NA,Asia
Bangladesh,1925,493.07,24.73,6.7,NA,NA,Asia
Bangladesh,1926,488.96,24.9,6.68,NA,NA,Asia
Bangladesh,1927,477.78,25.65,6.66,NA,NA,Asia
Bangladesh,1928,465.42,26.4,6.64,NA,NA,Asia
Bangladesh,1929,454.69,27.14,6.63,NA,NA,Asia
Bangladesh,1930,442.86,27.89,6.61,34357412,NA,Asia
Bangladesh,1931,432.61,28.64,6.59,NA,NA,Asia
Bangladesh,1932,421.27,29.39,6.57,NA,NA,Asia
Bangladesh,1933,411.39,30.13,6.55,NA,NA,Asia
Bangladesh,1934,400.49,30.88,6.53,NA,NA,Asia
Bangladesh,1935,391.03,31.63,6.51,NA,NA,Asia
Bangladesh,1936,380.55,32.38,6.49,NA,NA,Asia
Bangladesh,1937,371.42,33.12,6.48,NA,NA,Asia
Bangladesh,1938,361.32,33.87,6.46,NA,NA,Asia
Bangladesh,1939,352.56,34.62,6.44,NA,NA,Asia
Bangladesh,1940,342.84,35.37,6.42,37445667,NA,Asia
Bangladesh,1941,334.36,36.07,6.4,NA,NA,Asia
Bangladesh,1942,336.41,33.73,6.38,NA,NA,Asia
Bangladesh,1943,338.48,23.42,6.36,NA,NA,Asia
Bangladesh,1944,340.56,25.82,6.35,NA,NA,Asia
Bangladesh,1945,342.65,36.87,6.33,NA,NA,Asia
Bangladesh,1946,344.75,42.75,6.31,NA,NA,Asia
Bangladesh,1947,346.87,36.78,6.29,NA,NA,Asia
Bangladesh,1948,349,38.23,6.27,NA,NA,Asia
Bangladesh,1949,351.14,41.62,6.25,NA,NA,Asia
Bangladesh,1950,353.3,42.46,6.23,37894680,NA,Asia
Bangladesh,1951,342.9,42.58,6.27,38706927,NA,Asia
Bangladesh,1952,332.7,42.87,6.33,39493326,NA,Asia
Bangladesh,1953,322.9,43.19,6.39,40302266,NA,Asia
Bangladesh,1954,313.1,43.54,6.45,41170306,NA,Asia
Bangladesh,1955,304.1,43.91,6.5,42122171,NA,Asia
Bangladesh,1956,295.4,44.3,6.56,43170261,NA,Asia
Bangladesh,1957,287.1,44.73,6.6,44315145,NA,Asia
Bangladesh,1958,279.1,45.19,6.65,45547037,NA,Asia
Bangladesh,1959,271.5,45.68,6.69,46848270,NA,Asia
Bangladesh,1960,264.3,46.2,6.73,48200702,12767231590,Asia
Bangladesh,1961,257.5,46.73,6.76,49593610,13540691011,Asia
Bangladesh,1962,251.3,47.28,6.79,51030604,14279069088,Asia
Bangladesh,1963,245.6,47.81,6.83,52532595,14213971626,Asia
Bangladesh,1964,240.4,48.29,6.85,54129390,15770797883,Asia
Bangladesh,1965,236,48.6,6.88,55835020,16024117621,Asia
Bangladesh,1966,232.3,48.63,6.9,57675529,16435426595,Asia
Bangladesh,1967,229.4,48.37,6.92,59625294,16127120357,Asia
Bangladesh,1968,227.1,47.83,6.94,61585520,17657496028,Asia
Bangladesh,1969,225.4,47.09,6.95,63422570,17873068964,Asia
Bangladesh,1970,224.1,46.31,6.95,65048701,18877509042,Asia
Bangladesh,1971,223,45.74,6.94,66417450,17843119136,Asia
Bangladesh,1972,222,45.52,6.93,67578486,15349770078,Asia
Bangladesh,1973,220.7,45.77,6.9,68658472,15860254341,Asia
Bangladesh,1974,219.1,46.49,6.87,69837960,17381563007,Asia
Bangladesh,1975,217.1,47.58,6.82,71247153,16670967499,Asia
Bangladesh,1976,214.5,48.92,6.76,72930206,17614771185,Asia
Bangladesh,1977,211.2,50.27,6.68,74848466,18085623890,Asia
Bangladesh,1978,207.4,51.47,6.59,76948378,19364971579,Asia
Bangladesh,1979,203.3,52.44,6.48,79141947,20294806754,Asia
Bangladesh,1980,198.9,53.18,6.36,81364176,20461050013,Asia
Bangladesh,1981,194.2,53.72,6.22,83599582,21238978734,Asia
Bangladesh,1982,189.4,54.15,6.06,85868228,21743716016,Asia
Bangladesh,1983,184.4,54.57,5.89,88181211,22616962795,Asia
Bangladesh,1984,179.1,55,5.71,90559540,23788673522,Asia
Bangladesh,1985,173.5,55.47,5.52,93015182,24555449226,Asia
Bangladesh,1986,167.7,55.96,5.33,95550798,25598704785,Asia
Bangladesh,1987,161.8,56.46,5.13,98149262,26554115959,Asia
Bangladesh,1988,155.8,56.94,4.93,100779551,27127473044,Asia
Bangladesh,1989,149.7,57.42,4.74,103400571,27836138078,Asia
Bangladesh,1990,143.7,57.9,4.55,105983136,29489968538,Asia
Bangladesh,1991,137.7,56.4,4.37,108509679,30474743435,Asia
Bangladesh,1992,131.7,59.7,4.2,110987459,32010406325,Asia
Bangladesh,1993,125.8,60.5,4.03,113442354,33474682526,Asia
Bangladesh,1994,119.9,61.2,3.88,115913710,34842024065,Asia
Bangladesh,1995,114.2,61.6,3.73,118427768,36558011931,Asia
Bangladesh,1996,108.6,62.4,3.6,120987124,38247711533,Asia
Bangladesh,1997,103.2,63.2,3.47,123574107,40308326777,Asia
Bangladesh,1998,97.9,63.9,3.35,126169583,42415457211,Asia
Bangladesh,1999,92.8,64.6,3.23,128746273,44480763467,Asia
Bangladesh,2000,88,64.9,3.12,131280739,47124925462,Asia
Bangladesh,2001,83.5,65.4,3.01,133776064,49610300682,Asia
Bangladesh,2002,79,65.8,2.91,136228456,51800799317,Asia
Bangladesh,2003,74.8,66.3,2.8,138600174,54523446362,Asia
Bangladesh,2004,70.7,66.8,2.7,140843786,57942340648,Asia
Bangladesh,2005,66.8,67.1,2.61,142929979,61393084272,Asia
Bangladesh,2006,63,67.5,2.52,144839238,65463038830,Asia
Bangladesh,2007,59.4,67.7,2.44,146592687,69670899876,Asia
Bangladesh,2008,55.9,68.3,2.38,148252473,73983829245,Asia
Bangladesh,2009,52.6,68.6,2.32,149905836,78231358239,Asia
Bangladesh,2010,49.6,68.8,2.28,151616777,82979485251,Asia
Bangladesh,2011,46.7,69.3,2.24,153405612,88507817581,Asia
Bangladesh,2012,44,69.4,2.21,155257387,NA,Asia
Bangladesh,2013,41.6,69.8,2.18,157157394,NA,Asia
Bangladesh,2014,39.5,70.1,2.15,159077513,NA,Asia
Bangladesh,2015,37.6,70.4,2.12,160995642,NA,Asia
Barbados,1800,469.76,32.12,4.96,81729,NA,Americas
Barbados,1801,471.42,32.12,4.93,NA,NA,Americas
Barbados,1802,473.08,32.12,4.9,NA,NA,Americas
Barbados,1803,474.74,32.12,4.87,NA,NA,Americas
Barbados,1804,476.42,32.12,4.84,NA,NA,Americas
Barbados,1805,478.1,32.12,4.82,NA,NA,Americas
Barbados,1806,479.78,32.12,4.79,NA,NA,Americas
Barbados,1807,481.47,32.12,4.76,NA,NA,Americas
Barbados,1808,483.17,32.12,4.73,NA,NA,Americas
Barbados,1809,484.87,32.12,4.7,NA,NA,Americas
Barbados,1810,486.58,32.12,4.68,81729,NA,Americas
